disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Ovarian carcinoma	Colorectal cancer	1	1	Cancer	Cancer	1
Ovarian carcinoma	Hepatoblastoma	1	1	Cancer	Cancer	1
Ovarian carcinoma	Hepatocellular carcinoma	1	1	Cancer	Cancer	1
Ovarian carcinoma	Pilomatricoma	1	1	Cancer	Cancer	1
Ovarian dysgenesis 1	Ovarian hyperstimulation syndrome	2	2	Endocrine	Endocrine	2
Ovarian dysgenesis 1	Ovarian sex cord tumors	2	2	Endocrine	Cancer	2
Ovarian dysgenesis 1	Twinning	2	2	Endocrine	Unclassified	2
Ovarian hyperstimulation syndrome	Ovarian dysgenesis 1	2	2	Endocrine	Endocrine	2
Ovarian hyperstimulation syndrome	Ovarian sex cord tumors	2	2	Endocrine	Cancer	2
Ovarian hyperstimulation syndrome	Twinning	2	2	Endocrine	Unclassified	2
Ovarian sex cord tumors	Ovarian dysgenesis 1	2	2	Cancer	Endocrine	2
Ovarian sex cord tumors	Ovarian hyperstimulation syndrome	2	2	Cancer	Endocrine	2
Ovarian sex cord tumors	Twinning	2	2	Cancer	Unclassified	2
Ovarioleukodystrophy	Leukoencephalopathy with vanishing white matter	1	1	Neurological	Neurological	1
Ovarioleukodystrophy	Leukoencephaly with vanishing white matter	1	1	Neurological	Neurological	1
Ovarioleukodystrophy	Leukoencephalopathy with vanishing white matter	4	4	Neurological	Neurological	4
Pachyonychia congenita	Steatocystoma multiplex	3	3	Dermatological	Dermatological	3
Pachyonychia congenita	Steatocystoma multiplex	2	3	Dermatological	Dermatological	1
Pachyonychia congenita	Palmoplantar keratoderma	1	1	Dermatological	Dermatological	1
Pachyonychia congenita	Palmoplantar verrucous nevus	1	1	Dermatological	Dermatological	1
Paget disease of bone	Osteolysis	4	4	Bone	Bone	4
Pallidopontonigral degeneration	Dementia	4	4	Neurological	Neurological	4
Pallidopontonigral degeneration	Dementia	4	4	Neurological	Neurological	4
Pallidopontonigral degeneration	Supranuclear palsy	4	4	Neurological	Neurological	4
Pallidopontonigral degeneration	Supranuclear palsy	4	4	Neurological	Neurological	4
Pallidopontonigral degeneration	Tauopathy and respiratory failure	4	4	Neurological	Neurological	4
Pallister-Hall syndrome	Acrocallosal syndrome	4	4	multiple	multiple	4
Pallister-Hall syndrome	Greig cephalopolysyndactyly syndrome	4	4	multiple	Skeletal	4
Pallister-Hall syndrome	Polydactyly	4	4	multiple	Skeletal	4
Pallister-Hall syndrome	Polydactyly	4	4	multiple	Skeletal	4
Palmoplantar keratoderma	Pachyonychia congenita	1	1	Dermatological	Dermatological	1
Palmoplantar keratoderma	Palmoplantar verrucous nevus	1	1	Dermatological	Dermatological	1
Palmoplantar verrucous nevus	Pachyonychia congenita	1	1	Dermatological	Dermatological	1
Palmoplantar verrucous nevus	Palmoplantar keratoderma	1	1	Dermatological	Dermatological	1
Pancreatic agenesis	Diabetes mellitus	1	1	Gastrointestinal	Endocrine	1
Pancreatic agenesis	MODY	1	1	Gastrointestinal	Endocrine	1
Pancreatic cancer	Breast cancer 2	2	2	Cancer	Cancer	2
Pancreatic cancer	Breast cancer	2	2	Cancer	Cancer	2
Pancreatic cancer	Fanconi anemia	2	2	Cancer	multiple	2
Pancreatic cancer	Prostate cancer	2	2	Cancer	Cancer	2
Pancreatic cancer	Wilms tumor	2	2	Cancer	Cancer	2
Pancreatic cancer	Adrenal cortical carcinoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Breast cancer	3	3	Cancer	Cancer	3
Pancreatic cancer	Colorectal cancer	3	3	Cancer	Cancer	3
Pancreatic cancer	Hepatocellular carcinoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Histiocytoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Li-Fraumeni syndrome	3	3	Cancer	Cancer	3
Pancreatic cancer	Multiple malignancy syndrome	3	3	Cancer	Cancer	3
Pancreatic cancer	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Osteosarcoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Thyroid carcinoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	4	4	Cancer	Cancer	4
Pancreatic cancer	Polyposis	4	4	Cancer	Cancer	4
Pancreatic cancer/melanoma syndrome	Li Fraumeni syndrome	5	5	Cancer	Cancer	5
Pancreatic cancer/melanoma syndrome	Melanoma and neural system tumor syndrome	5	5	Cancer	Cancer	5
Pancreatic cancer/melanoma syndrome	Melanoma	5	5	Cancer	Cancer	5
Pancreatic cancer/melanoma syndrome	Orolaryngeal cancer	5	5	Cancer	Cancer	5
Pancreatic cancer	Melanoma	3	3	Cancer	Cancer	3
Pancreatic cancer	Peutz-Jeghers syndrome	3	3	Cancer	Cancer	3
Pancreatic carcinoma	Bladder cancer	2	2	Cancer	Cancer	2
Pancreatic carcinoma	Breast cancer	2	2	Cancer	Cancer	2
Pancreatic carcinoma	Leukemia	2	2	Cancer	Cancer	2
Pancreatic carcinoma	Lung cancer	2	2	Cancer	Cancer	2
Pancreatic carcinoma	Stomach cancer	2	2	Cancer	Cancer	2
Pancreatitis	Fibrocalculous pancreatic diabetes	4	4	Gastrointestinal	Gastrointestinal	4
Pancreatitis	Tropical calcific pancreatitis	4	4	Gastrointestinal	Gastrointestinal	4
Pancreatitis	Congenital bilateral absence of vas deferens	4	4	Gastrointestinal	Unclassified	4
Pancreatitis	Cystic fibrosis	4	4	Gastrointestinal	Respiratory	4
Pancreatitis	Hypertrypsinemia	4	4	Gastrointestinal	Gastrointestinal	4
Pancreatitis	Sweat chloride elevation without CF	4	4	Gastrointestinal	Unclassified	4
Papillary serous carcinoma of the peritoneum	Breast cancer-1	2	2	Cancer	Cancer	2
Papillary serous carcinoma of the peritoneum	Breast-ovarian cancer	2	2	Cancer	Cancer	2
Papillary serous carcinoma of the peritoneum	Ovarian cancer	2	2	Cancer	Cancer	2
Papillon-Lefevre syndrome	Haim-Munk syndrome	5	5	multiple	multiple	5
Papillon-Lefevre syndrome	Periodontitis	5	5	multiple	Ear,Nose,Throat	5
Paraganglioma	Pheochromocytoma	3	3	Cancer	Cancer	3
Paragangliomas	Carcinoid tumors	2	2	Cancer	Cancer	2
Paragangliomas	Merkel cell carcinoma	2	2	Cancer	Cancer	2
Paragangliomas	Paragangliomas	2	2	Cancer	Cancer	2
Paragangliomas	Paraganglioma	2	2	Cancer	Cancer	2
Paragangliomas	Pheochromocytoma	2	2	Cancer	Cancer	2
Paragangliomas	Carcinoid tumors	2	2	Cancer	Cancer	2
Paragangliomas	Merkel cell carcinoma	2	2	Cancer	Cancer	2
Paragangliomas	Paragangliomas	2	2	Cancer	Cancer	2
Paragangliomas	Paraganglioma	2	2	Cancer	Cancer	2
Paragangliomas	Pheochromocytoma	2	2	Cancer	Cancer	2
Paraganglioma	Carcinoid tumors	2	2	Cancer	Cancer	2
Paraganglioma	Merkel cell carcinoma	2	2	Cancer	Cancer	2
Paraganglioma	Paragangliomas	2	2	Cancer	Cancer	2
Paraganglioma	Paragangliomas	2	2	Cancer	Cancer	2
Paraganglioma	Pheochromocytoma	2	2	Cancer	Cancer	2
Paramyotonia congenita	Cramps	3	3	Muscular	Muscular	3
Paramyotonia congenita	Hyperkalemic periodic paralysis	3	3	Muscular	Neurological	3
Paramyotonia congenita	Hypokalemic periodic paralysis	3	3	Muscular	Renal	3
Paramyotonia congenita	Myasthenic syndrome	3	3	Muscular	Muscular	3
Paramyotonia congenita	Myotonia congenita	3	3	Muscular	Muscular	3
Parathyroid adenoma	Adrenal adenoma	1	1	Cancer	Cancer	1
Parathyroid adenoma	Angiofibroma	1	1	Cancer	Endocrine	1
Parathyroid adenoma	Carcinoid tumor of lung	1	1	Cancer	Cancer	1
Parathyroid adenoma	Hyperparathyroidism	1	1	Cancer	Endocrine	1
Parathyroid adenoma	Lipoma	1	1	Cancer	Cancer	1
Parathyroid adenoma	Multiple endocrine neoplasia I	1	1	Cancer	Cancer	1
Parathyroid adenoma	Prolactinoma	1	1	Cancer	Endocrine	1
Parathyroid adenoma with cystic changes	Hyperparathyroidism	2	2	Cancer	Endocrine	2
Parathyroid adenoma with cystic changes	Hyperparathyroidism-jaw tumor syndrome	2	2	Cancer	Endocrine	2
Parathyroid adenoma with cystic changes	Parathyroid carcinoma	2	2	Cancer	Cancer	2
Parathyroid carcinoma	Hyperparathyroidism	2	2	Cancer	Endocrine	2
Parathyroid carcinoma	Hyperparathyroidism-jaw tumor syndrome	2	2	Cancer	Endocrine	2
Parathyroid carcinoma	Parathyroid adenoma with cystic changes	2	2	Cancer	Cancer	2
Parietal foramina 1	Craniosynostosis	3	3	Skeletal	Skeletal	3
Parietal foramina 1	Parietal foramina with cleidocranial dysplasia	3	3	Skeletal	Skeletal	3
Parietal foramina with cleidocranial dysplasia	Craniosynostosis	3	3	Skeletal	Skeletal	3
Parietal foramina with cleidocranial dysplasia	Parietal foramina 1	3	3	Skeletal	Skeletal	3
Parkes Weber syndrome	Basal cell carcinoma	4	4	multiple	Cancer	4
Parkes Weber syndrome	Capillary malformation-arteriovenous malformation	4	4	multiple	Cardiovascular	4
Parkinson disease	Huntington disease-like-4	2	2	Neurological	Neurological	2
Parkinson disease	Spinocerebellar ataxia 17	2	2	Neurological	Neurological	2
Parkinson disease 4	Dementia	4	4	Neurological	Neurological	4
Parkinson disease 4	Parkinson disease	4	4	Neurological	Neurological	4
Parkinson disease	Dementia	4	4	Neurological	Neurological	4
Parkinson disease	Parkinson disease 4	4	4	Neurological	Neurological	4
Parkinson disease	Adenocarcinoma of lung	3	3	Neurological	Cancer	3
Parkinson disease	Adenocarcinoma	3	3	Neurological	Cancer	3
Parkinson disease	Leprosy	3	3	Neurological	Immunological	3
Parkinson disease	Dopamine-beta-hydroxylase activity levels	1	1	Neurological	Metabolic	1
Parkinson disease	Dopamine beta-hydroxylase deficiency	1	1	Neurological	Metabolic	1
Partington syndrome	Infantile spasm syndrome	6	6	Neurological	Neurological	6
Partington syndrome	Lissencephaly	6	6	Neurological	Neurological	6
Partington syndrome	Mental retardation	6	6	Neurological	Neurological	6
Partington syndrome	Mental retardation	6	6	Neurological	Neurological	6
Partington syndrome	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6
Partington syndrome	Proud syndrome	6	6	Neurological	multiple	6
PCWH	Waardenburg-Shah syndrome	2	2	Neurological	multiple	2
PCWH	Yemenite deaf-blind hypopigmentation syndrome	2	2	Neurological	multiple	2
Pelger-Huet anomaly	Greenberg dysplasia	2	2	Hematological	Skeletal	2
Pelizaeus-Merzbacher disease	Spastic paraplegia-2	2	2	Neurological	Neurological	2
Pendred syndrome	Deafness	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Pendred syndrome	Enlarged vestibular aqueduct	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Perineal hypospadias	Androgen insensitivity	6	6	Endocrine	Endocrine	6
Perineal hypospadias	Breast cancer	6	6	Endocrine	Cancer	6
Perineal hypospadias	Prostate cancer	6	6	Endocrine	Cancer	6
Perineal hypospadias	Prostate cancer	6	6	Endocrine	Cancer	6
Perineal hypospadias	Spinal and bulbar muscular atrophy of Kennedy	6	6	Endocrine	Muscular	6
Periodontitis	Haim-Munk syndrome	5	5	Ear,Nose,Throat	multiple	5
Periodontitis	Papillon-Lefevre syndrome	5	5	Ear,Nose,Throat	multiple	5
Peroxisomal biogenesis disorder	Peroxisomal biogenesis disorder	3	3	multiple	multiple	3
Peroxisomal biogenesis disorder	Peroxisomal biogenesis disorder	3	3	multiple	multiple	3
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes mellitus	3	4	Metabolic	Endocrine	1
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes mellitus	3	3	Metabolic	Endocrine	3
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes	3	3	Metabolic	Endocrine	3
Persistent hyperinsulinemic hypoglycemia of infancy	Hypoglycemia of infancy	3	4	Metabolic	Metabolic	1
Persistent hyperinsulinemic hypoglycemia of infancy	Hypoglycemia of infancy	3	4	Metabolic	Metabolic	1
Peters anomaly	Aniridia	3	3	Developmental	Ophthamological	3
Peters anomaly	Cataract	3	3	Developmental	Ophthamological	3
Peters anomaly	Coloboma	3	3	Developmental	Ophthamological	3
Peters anomaly	Ectopia pupillae	3	3	Developmental	Ophthamological	3
Peters anomaly	Eye anomalies	3	3	Developmental	Ophthamological	3
Peters anomaly	Foveal hypoplasia	3	3	Developmental	Ophthamological	3
Peters anomaly	Keratitis	3	3	Developmental	Ophthamological	3
Peters anomaly	Morning glory disc anomaly	3	3	Developmental	Skeletal	3
Peters anomaly	Optic nerve hypoplasia/aplasia	3	3	Developmental	Ophthamological	3
Peters anomaly	Glaucoma 3A	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma	2	2	Developmental	Ophthamological	2
Peutz-Jeghers syndrome	Melanoma	3	3	Cancer	Cancer	3
Peutz-Jeghers syndrome	Pancreatic cancer	3	3	Cancer	Cancer	3
Pfeiffer syndrome	Jackson-Weiss syndrome	3	3	Skeletal	Skeletal	3
Pfeiffer syndrome	Kallmann syndrome 2	3	3	Skeletal	multiple	3
Pfeiffer syndrome	Apert syndrome	4	4	Skeletal	Connective tissue	4
Pfeiffer syndrome	Beare-Stevenson cutis gyrata syndrome	4	4	Skeletal	multiple	4
Pfeiffer syndrome	Craniofacial-skeletal-dermatologic dysplasia	4	4	Skeletal	multiple	4
Pfeiffer syndrome	Craniosynostosis	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Crouzon syndrome	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Gastric cancer	4	4	Skeletal	Cancer	4
Pfeiffer syndrome	Jackson-Weiss syndrome	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Saethre-Chotzen syndrome	4	4	Skeletal	Developmental	4
Phenylketonuria	Hyperphenylalaninemia	2	2	Metabolic	Metabolic	2
Pheochromocytoma	Carcinoid tumors	2	2	Cancer	Cancer	2
Pheochromocytoma	Merkel cell carcinoma	2	2	Cancer	Cancer	2
Pheochromocytoma	Paragangliomas	2	2	Cancer	Cancer	2
Pheochromocytoma	Paragangliomas	2	2	Cancer	Cancer	2
Pheochromocytoma	Paraganglioma	2	2	Cancer	Cancer	2
Pheochromocytoma	Hemangioblastoma	1	1	Cancer	Cancer	1
Pheochromocytoma	Polycythemia	1	1	Cancer	Hematological	1
Pheochromocytoma	Renal cell carcinoma	1	1	Cancer	Cancer	1
Pheochromocytoma	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1
Pheochromocytoma	Paraganglioma	3	3	Cancer	Cancer	3
Pick disease	Alzheimer disease	2	2	Neurological	Neurological	2
Pick disease	Alzheimer disease	2	2	Neurological	Neurological	2
Pick disease	Alzheimer disease	2	2	Neurological	Neurological	2
Pick disease	Dementia	2	2	Neurological	Neurological	2
Piebaldism	Gastrointestinal stromal tumor	2	2	Dermatological	Cancer	2
Piebaldism	Germ cell tumors	2	2	Dermatological	Cancer	2
Piebaldism	Leukemia	2	2	Dermatological	Cancer	2
Piebaldism	Mast cell leukemia	2	2	Dermatological	Cancer	2
Piebaldism	Mastocytosis with associated hematologic disorder	2	2	Dermatological	Immunological	2
Pigmentation of hair	Oculocutaneous albinism	2	2	Dermatological	Ophthamological	2
Pigmented adrenocortical disease	Adrenocortical tumor	4	4	Cancer	Cancer	4
Pigmented adrenocortical disease	Carney complex	4	4	Cancer	multiple	4
Pigmented adrenocortical disease	Myxoma	4	4	Cancer	Cardiovascular	4
Pigmented adrenocortical disease	Spastic paraplegia-7	4	4	Cancer	Neurological	1
Pigmented adrenocortical disease	Thyroid carcinoma	4	4	Cancer	Cancer	4
Pigmented paravenous chorioretinal atrophy	Leber congenital amaurosis	2	2	Ophthamological	Ophthamological	2
Pigmented paravenous chorioretinal atrophy	Retinitis pigmentosa-12	2	2	Ophthamological	Ophthamological	2
Pilomatricoma	Colorectal cancer	1	1	Cancer	Cancer	1
Pilomatricoma	Hepatoblastoma	1	1	Cancer	Cancer	1
Pilomatricoma	Hepatocellular carcinoma	1	1	Cancer	Cancer	1
Pilomatricoma	Ovarian carcinoma	1	1	Cancer	Cancer	1
Pituitary ACTH-secreting adenoma	Ventricular tachycardia	3	3	Cancer	Cardiovascular	3
Pituitary ACTH secreting adenoma	Acromegaly	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	McCune-Albright syndrome	7	7	Cancer	multiple	7
Pituitary ACTH secreting adenoma	Osseous heteroplasia	7	7	Cancer	Bone	7
Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	Somatotrophinoma	7	7	Cancer	Endocrine	7
Pituitary hormone deficiency	Septooptic dysplasia	2	2	Endocrine	multiple	2
Placental abruption	Alzheimer disease	1	1	Unclassified	Neurological	1
Placental abruption	Coronary spasms	1	1	Unclassified	Cardiovascular	1
Placental abruption	Hypertension	1	1	Unclassified	Cardiovascular	1
Placental abruption	Hypertension	1	1	Unclassified	Cardiovascular	1
Placental steroid sulfatase deficiency	Ichthyosis	4	4	Metabolic	Dermatological	4
Plasminogen Tochigi disease	Conjunctivitis	1	1	Hematological	Ophthamological	1
Platelet-activating factor acetylhydrolase deficiency	Asthma	2	2	Hematological	Respiratory	2
Platelet-activating factor acetylhydrolase deficiency	Atopy	2	2	Hematological	Immunological	2
Platelet disorder	Leukemia	3	3	Hematological	Cancer	3
Platelet disorder	Rheumatoid arthritis	3	3	Hematological	Connective tissue	3
Platelet glycoprotein IV deficiency	Malaria	1	1	Hematological	Immunological	1
Platelet glycoprotein IV deficiency	Malaria	1	1	Hematological	Immunological	1
Pneumonitis	Pulmonary alveolar proteinosis	2	2	Respiratory	Respiratory	2
Pneumonitis	Pulmonary fibrosis	2	2	Respiratory	Respiratory	2
Pneumonitis	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2
Pneumothorax	Birt-Hogg-Dube syndrome	2	2	Respiratory	Dermatological	2
Pneumothorax	Colorectal cancer	2	2	Respiratory	Cancer	2
Pneumothorax	Renal carcinoma	2	2	Respiratory	Cancer	2
Polycythemia	Hemangioblastoma	1	1	Hematological	Cancer	1
Polycythemia	Pheochromocytoma	1	1	Hematological	Cancer	1
Polycythemia	Renal cell carcinoma	1	1	Hematological	Cancer	1
Polycythemia	von Hippel-Lindau syndrome	1	1	Hematological	Cancer	1
Polycythemia vera	Myelofibrosis	1	1	Hematological	Hematological	1
Polycythemia vera	Thrombocythemia	1	1	Hematological	Hematological	1
Polydactyly	Acrocallosal syndrome	4	4	Skeletal	multiple	4
Polydactyly	Greig cephalopolysyndactyly syndrome	4	4	Skeletal	Skeletal	4
Polydactyly	Pallister-Hall syndrome	4	4	Skeletal	multiple	4
Polydactyly	Polydactyly	4	4	Skeletal	Skeletal	4
Polydactyly	Acrocallosal syndrome	4	4	Skeletal	multiple	4
Polydactyly	Greig cephalopolysyndactyly syndrome	4	4	Skeletal	Skeletal	4
Polydactyly	Pallister-Hall syndrome	4	4	Skeletal	multiple	4
Polydactyly	Polydactyly	4	4	Skeletal	Skeletal	4
Polyposis	Cowden-like syndrome	3	3	Cancer	Cancer	3
Polyposis	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	4	4	Cancer	Cancer	4
Polyposis	Pancreatic cancer	4	4	Cancer	Cancer	4
Popliteal pterygium syndrome	Orofacial cleft 6	6	6	multiple	Skeletal	6
Popliteal pterygium syndrome	van der Woude syndrome	6	6	multiple	Developmental	6
Porphyria	Lead poisoning	1	1	Metabolic	Metabolic	1
Porphyria	Porphyria	3	3	Metabolic	Metabolic	3
Porphyria	Porphyria	3	3	Metabolic	Metabolic	3
Porphyria cutanea tarda	Porphyria	1	1	Metabolic	Metabolic	1
Porphyria	Porphyria cutanea tarda	1	1	Metabolic	Metabolic	1
Porphyria variegata	Hemochromatosis	3	3	Metabolic	Metabolic	3
PPM-X syndrome	Angelman syndrome	5	5	Neurological	Developmental	5
PPM-X syndrome	Autism	5	5	Neurological	Psychiatric	5
PPM-X syndrome	Mental retardation	5	5	Neurological	Neurological	5
PPM-X syndrome	Mental retardation	5	5	Neurological	Neurological	5
PPM-X syndrome	Rett syndrome	5	5	Neurological	Neurological	5
PPM-X syndrome	Rett syndrome	5	5	Neurological	Neurological	5
Precocious puberty	Hypogonadotropic hypogonadism	1	1	Developmental	Endocrine	1
Precocious puberty	Leydig cell adenoma	1	1	Developmental	Cancer	1
Precocious puberty	Micropenis	1	1	Developmental	Renal	1
Precocious puberty	Pseudohermaphroditism	1	1	Developmental	Developmental	1
Preeclampsia	Hypercholanemia	1	1	Cardiovascular	Gastrointestinal	1
Preeclampsia	Hypertension	2	2	Cardiovascular	Cardiovascular	2
Preeclampsia	Renal tubular dysgenesis	2	2	Cardiovascular	Renal	2
Premature chromosome condensation with microcephaly and mental retardation	Microcephaly	1	1	Neurological	Neurological	1
Premature ovarian failure 3	Blepharophimosis	5	5	Renal	multiple	5
Premature ovarian failure 3	Blepharophimosis	5	5	Renal	multiple	5
Primary lateral sclerosis	Amyotrophic lateral sclerosis	4	4	Neurological	Neurological	4
Primary lateral sclerosis	Spastic paralysis	4	4	Neurological	Neurological	4
Prion disease with protracted course	Creutzfeldt-Jakob disease	2	2	Neurological	Neurological	2
Prion disease with protracted course	Gerstmann-Straussler disease	2	2	Neurological	Neurological	2
Prion disease with protracted course	Huntington disease-like 1	2	2	Neurological	Neurological	2
Prion disease with protracted course	Insomnia	2	2	Neurological	Psychiatric	2
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Alpers syndrome	4	4	Ophthamological	Neurological	1
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy	4	4	Ophthamological	Ophthamological	1
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Alpers syndrome	4	4	Ophthamological	Neurological	4
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy	4	4	Ophthamological	Ophthamological	4
Proguanil poor metabolizer	Mephenytoin poor metabolizer	2	2	Metabolic	Metabolic	2
Proguanil poor metabolizer	Opremazole poor metabolizer	2	2	Metabolic	Metabolic	2
Prolactinoma	Adrenal adenoma	1	1	Endocrine	Cancer	1
Prolactinoma	Angiofibroma	1	1	Endocrine	Endocrine	1
Prolactinoma	Carcinoid tumor of lung	1	1	Endocrine	Cancer	1
Prolactinoma	Hyperparathyroidism	1	1	Endocrine	Endocrine	1
Prolactinoma	Lipoma	1	1	Endocrine	Cancer	1
Prolactinoma	Multiple endocrine neoplasia I	1	1	Endocrine	Cancer	1
Prolactinoma	Parathyroid adenoma	1	1	Endocrine	Cancer	1
Prostate cancer	Breast cancer 2	2	2	Cancer	Cancer	2
Prostate cancer	Breast cancer	2	2	Cancer	Cancer	2
Prostate cancer	Fanconi anemia	2	2	Cancer	multiple	2
Prostate cancer	Pancreatic cancer	2	2	Cancer	Cancer	2
Prostate cancer	Wilms tumor	2	2	Cancer	Cancer	2
Prostate cancer	Bannayan-Riley-Ruvalcaba syndrome	2	2	Cancer	Unclassified	2
Prostate cancer	Bannayan-Zonana syndrome	2	2	Cancer	Unclassified	2
Prostate cancer	Cowden disease	2	2	Cancer	Cancer	2
Prostate cancer	Endometrial carcinoma	2	2	Cancer	Cancer	2
Prostate cancer	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2
Prostate cancer	Meningioma	2	2	Cancer	Cancer	2
Prostate cancer	Oligodendroglioma	2	2	Cancer	Cancer	2
Prostate cancer	Thyroid carcinoma	2	2	Cancer	Cancer	2
Prostate cancer	VATER association with hydrocephalus	2	2	Cancer	multiple	2
Prostate cancer	Androgen insensitivity	6	6	Cancer	Endocrine	6
Prostate cancer	Breast cancer	6	6	Cancer	Cancer	6
Prostate cancer	Perineal hypospadias	6	6	Cancer	Endocrine	6
Prostate cancer	Prostate cancer	6	6	Cancer	Cancer	6
Prostate cancer	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6
Prostate cancer	Breast and colorectal cancer	5	5	Cancer	Cancer	5
Prostate cancer	Breast cancer	5	5	Cancer	Cancer	5
Prostate cancer	Li-Fraumeni syndrome	5	5	Cancer	Cancer	5
Prostate cancer	Osteosarcoma	5	5	Cancer	Cancer	5
Prostate cancer	Gastric cancer	4	4	Cancer	Cancer	4
Prostate cancer	Lymphoma	2	2	Cancer	Cancer	2
Prostate cancer	Androgen insensitivity	6	6	Cancer	Endocrine	6
Prostate cancer	Breast cancer	6	6	Cancer	Cancer	6
Prostate cancer	Perineal hypospadias	6	6	Cancer	Endocrine	6
Prostate cancer	Prostate cancer	6	6	Cancer	Cancer	6
Prostate cancer	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6
Prostate cancer	Neurofibrosarcoma	1	1	Cancer	Cancer	1
Proteinuria	Dent disease	4	4	Renal	Renal	4
Proteinuria	Dent syndrome	4	4	Renal	Renal	1
Proteinuria	Hypophosphatemia	4	4	Renal	Metabolic	4
Proteinuria	Lowe syndrome	4	4	Renal	Metabolic	1
Proteinuria	Nephrolithiasis	4	4	Renal	Renal	4
Protoporphyria	Protoporphyria	2	2	Metabolic	Metabolic	2
Protoporphyria	Protoporphyria	2	2	Metabolic	Metabolic	2
Proud syndrome	Infantile spasm syndrome	6	6	multiple	Neurological	6
Proud syndrome	Lissencephaly	6	6	multiple	Neurological	6
Proud syndrome	Mental retardation	6	6	multiple	Neurological	6
Proud syndrome	Mental retardation	6	6	multiple	Neurological	6
Proud syndrome	Myoclonic epilepsy with mental retardation and spasticity	6	6	multiple	Neurological	6
Proud syndrome	Partington syndrome	6	6	multiple	Neurological	6
Pseudoachondroplasia	Epiphyseal dysplasia	4	4	Skeletal	Bone	4
Pseudoachondroplasia	Epiphyseal dysplasia	4	2	Skeletal	Bone	1
Pseudohermaphroditism	Hypogonadotropic hypogonadism	1	1	Developmental	Endocrine	1
Pseudohermaphroditism	Leydig cell adenoma	1	1	Developmental	Cancer	1
Pseudohermaphroditism	Micropenis	1	1	Developmental	Renal	1
Pseudohermaphroditism	Precocious puberty	1	1	Developmental	Developmental	1
Pseudohypoaldosteronism	Liddle syndrome	1	1	Endocrine	Renal	1
Pseudohypoaldosteronism	Liddle syndrome	2	2	Endocrine	Renal	2
Pseudohypoaldosteronism type I	Hypertension	3	3	Endocrine	Cardiovascular	3
Pseudohypoparathyroidism	Acromegaly	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism	McCune-Albright syndrome	7	7	Endocrine	multiple	7
Pseudohypoparathyroidism	Osseous heteroplasia	7	7	Endocrine	Bone	7
Pseudohypoparathyroidism	Pituitary ACTH secreting adenoma	7	7	Endocrine	Cancer	7
Pseudohypoparathyroidism	Pseudohypoparathyroidism	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism	Somatotrophinoma	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism	Acromegaly	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism	McCune-Albright syndrome	7	7	Endocrine	multiple	7
Pseudohypoparathyroidism	Osseous heteroplasia	7	7	Endocrine	Bone	7
Pseudohypoparathyroidism	Pituitary ACTH secreting adenoma	7	7	Endocrine	Cancer	7
Pseudohypoparathyroidism	Pseudohypoparathyroidism	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism	Somatotrophinoma	7	7	Endocrine	Endocrine	7
