disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Partington syndrome	Infantile spasm syndrome	6	6	Neurological	Neurological	6
Partington syndrome	Lissencephaly, X-linked with ambiguous genitalia	6	6	Neurological	Neurological	6
Partington syndrome	Mental retardation, X-linked 36	6	6	Neurological	Neurological	6
Partington syndrome	Mental retardation, X-linked 54	6	6	Neurological	Neurological	6
Partington syndrome	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6
Partington syndrome	Proud syndrome	6	6	Neurological	multiple	6
PCWH	Waardenburg-Shah syndrome	2	2	Neurological	multiple	2
PCWH	Yemenite deaf-blind hypopigmentation syndrome	2	2	Neurological	multiple	2
Pelger-Huet anomaly	Greenberg dysplasia	2	2	Hematological	Skeletal	2
Pelizaeus-Merzbacher disease	Spastic paraplegia-2	2	2	Neurological	Neurological	2
Pendred syndrome	Deafness, autosomal recessive 4	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Pendred syndrome	Enlarged vestibular aqueduct	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3
Perineal hypospadias	Androgen insensitivity	6	6	Endocrine	Endocrine	6
Perineal hypospadias	Breast cancer, male, with Reifenstein syndrome	6	6	Endocrine	Cancer	6
Perineal hypospadias	Prostate cancer	6	6	Endocrine	Cancer	6
Perineal hypospadias	Prostate cancer, susceptibility to	6	6	Endocrine	Cancer	6
Perineal hypospadias	Spinal and bulbar muscular atrophy of Kennedy	6	6	Endocrine	Muscular	6
Periodontitis, juvenile	Haim-Munk syndrome	5	5	Ear,Nose,Throat	multiple	5
Periodontitis, juvenile	Papillon-Lefevre syndrome	5	5	Ear,Nose,Throat	multiple	5
Peroxisomal biogenesis disorder, complementation group 4	Peroxisomal biogenesis disorder, complementation group 6	3	3	multiple	multiple	3
Peroxisomal biogenesis disorder, complementation group 6	Peroxisomal biogenesis disorder, complementation group 4	3	3	multiple	multiple	3
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes mellitus	3	4	Metabolic	Endocrine	1
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes mellitus, permanent neonatal, with neurologic features	3	3	Metabolic	Endocrine	3
Persistent hyperinsulinemic hypoglycemia of infancy	Diabetes, permanent neonatal	3	3	Metabolic	Endocrine	3
Persistent hyperinsulinemic hypoglycemia of infancy	Hypoglycemia of infancy, leucine-sensitive	3	4	Metabolic	Metabolic	1
Persistent hyperinsulinemic hypoglycemia of infancy	Hypoglycemia of infancy, persistent hyperinsulinemic	3	4	Metabolic	Metabolic	1
Peters anomaly	Aniridia, type II	3	3	Developmental	Ophthamological	3
Peters anomaly	Cataract, congenital, with late-onset corneal dystrophy	3	3	Developmental	Ophthamological	3
Peters anomaly	Coloboma, ocular	3	3	Developmental	Ophthamological	3
Peters anomaly	Ectopia pupillae	3	3	Developmental	Ophthamological	3
Peters anomaly	Eye anomalies, multiplex	3	3	Developmental	Ophthamological	3
Peters anomaly	Foveal hypoplasia, isolated	3	3	Developmental	Ophthamological	3
Peters anomaly	Keratitis	3	3	Developmental	Ophthamological	3
Peters anomaly	Morning glory disc anomaly	3	3	Developmental	Skeletal	3
Peters anomaly	Optic nerve hypoplasia/aplasia	3	3	Developmental	Ophthamological	3
Peters anomaly	Glaucoma 3A, primary congenital	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma, early-onset, digenic	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma, primary open angle, adult-onset	2	2	Developmental	Ophthamological	2
Peters anomaly	Glaucoma, primary open angle, juvenile-onset	2	2	Developmental	Ophthamological	2
Peutz-Jeghers syndrome	Melanoma, malignant sporadic	3	3	Cancer	Cancer	3
Peutz-Jeghers syndrome	Pancreatic cancer, sporadic	3	3	Cancer	Cancer	3
Pfeiffer syndrome	Jackson-Weiss syndrome	3	3	Skeletal	Skeletal	3
Pfeiffer syndrome	Kallmann syndrome 2	3	3	Skeletal	multiple	3
Pfeiffer syndrome	Apert syndrome	4	4	Skeletal	Connective tissue	4
Pfeiffer syndrome	Beare-Stevenson cutis gyrata syndrome	4	4	Skeletal	multiple	4
Pfeiffer syndrome	Craniofacial-skeletal-dermatologic dysplasia	4	4	Skeletal	multiple	4
Pfeiffer syndrome	Craniosynostosis, nonspecific	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Crouzon syndrome	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Gastric cancer, somatic	4	4	Skeletal	Cancer	4
Pfeiffer syndrome	Jackson-Weiss syndrome	4	4	Skeletal	Skeletal	4
Pfeiffer syndrome	Saethre-Chotzen syndrome	4	4	Skeletal	Developmental	4
Phenylketonuria	Hyperphenylalaninemia, mild	2	2	Metabolic	Metabolic	2
Pheochromocytoma	Carcinoid tumors, intestinal	2	2	Cancer	Cancer	2
Pheochromocytoma	Merkel cell carcinoma, somatic	2	2	Cancer	Cancer	2
Pheochromocytoma	Paragangliomas, familial central nervous system	2	2	Cancer	Cancer	2
Pheochromocytoma	Paragangliomas, familial nonchromaffin, 1, with and without deafness	2	2	Cancer	Cancer	2
Pheochromocytoma	Paraganglioma, sporadic corotid body	2	2	Cancer	Cancer	2
Pheochromocytoma	Hemangioblastoma, cerebellar, somatic	1	1	Cancer	Cancer	1
Pheochromocytoma	Polycythemia, benign familial	1	1	Cancer	Hematological	1
Pheochromocytoma	Renal cell carcinoma, somatic	1	1	Cancer	Cancer	1
Pheochromocytoma	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1
Pheochromocytoma, extraadrenal, and cervical paraganglioma	Paraganglioma, familial malignant	3	3	Cancer	Cancer	3
Pick disease	Alzheimer disease, type 3	2	2	Neurological	Neurological	2
Pick disease	Alzheimer disease, type 3, with spastic paraparesis and apraxia	2	2	Neurological	Neurological	2
Pick disease	Alzheimer disease, type 3, with spastic paraparesis and unusual plaques	2	2	Neurological	Neurological	2
Pick disease	Dementia, frontotemporal	2	2	Neurological	Neurological	2
Piebaldism	Gastrointestinal stromal tumor, somatic	2	2	Dermatological	Cancer	2
Piebaldism	Germ cell tumors	2	2	Dermatological	Cancer	2
Piebaldism	Leukemia, acute myeloid	2	2	Dermatological	Cancer	2
Piebaldism	Mast cell leukemia	2	2	Dermatological	Cancer	2
Piebaldism	Mastocytosis with associated hematologic disorder	2	2	Dermatological	Immunological	2
Pigmentation of hair, skin, and eyes, variation in	Oculocutaneous albinism, type IV	2	2	Dermatological	Ophthamological	2
Pigmented adrenocortical disease, primary isolated	Adrenocortical tumor, somatic	4	4	Cancer	Cancer	4
Pigmented adrenocortical disease, primary isolated	Carney complex, type 1	4	4	Cancer	multiple	4
Pigmented adrenocortical disease, primary isolated	Myxoma, intracardiac	4	4	Cancer	Cardiovascular	4
Pigmented adrenocortical disease, primary isolated	Spastic paraplegia-7	4	4	Cancer	Neurological	1
Pigmented adrenocortical disease, primary isolated	Thyroid carcinoma, papillary	4	4	Cancer	Cancer	4
Pigmented paravenous chorioretinal atrophy	Leber congenital amaurosis	2	2	Ophthamological	Ophthamological	2
Pigmented paravenous chorioretinal atrophy	Retinitis pigmentosa-12, autosomal recessive	2	2	Ophthamological	Ophthamological	2
Pilomatricoma	Colorectal cancer	1	1	Cancer	Cancer	1
Pilomatricoma	Hepatoblastoma	1	1	Cancer	Cancer	1
Pilomatricoma	Hepatocellular carcinoma	1	1	Cancer	Cancer	1
Pilomatricoma	Ovarian carcinoma, endometrioid type	1	1	Cancer	Cancer	1
Pituitary ACTH-secreting adenoma	Ventricular tachycardia, idiopathic	3	3	Cancer	Cardiovascular	3
Pituitary ACTH secreting adenoma	Acromegaly	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	McCune-Albright syndrome	7	7	Cancer	multiple	7
Pituitary ACTH secreting adenoma	Osseous heteroplasia, progressive	7	7	Cancer	Bone	7
Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism, type Ia	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	Pseudohypoparathyroidism, type Ib	7	7	Cancer	Endocrine	7
Pituitary ACTH secreting adenoma	Somatotrophinoma	7	7	Cancer	Endocrine	7
Pituitary hormone deficiency, combined, HESX1-related	Septooptic dysplasia	2	2	Endocrine	multiple	2
Placental abruption	Alzheimer disease, late-onset, susceptibility to	1	1	Unclassified	Neurological	1
Placental abruption	Coronary spasms, susceptibility to	1	1	Unclassified	Cardiovascular	1
Placental abruption	Hypertension, pregnancy-induced	1	1	Unclassified	Cardiovascular	1
Placental abruption	Hypertension, susceptibility to	1	1	Unclassified	Cardiovascular	1
Placental steroid sulfatase deficiency	Ichthyosis, X-linked	4	4	Metabolic	Dermatological	4
Plasminogen Tochigi disease	Conjunctivitis, ligneous	1	1	Hematological	Ophthamological	1
Platelet-activating factor acetylhydrolase deficiency	Asthma, susceptibility to	2	2	Hematological	Respiratory	2
Platelet-activating factor acetylhydrolase deficiency	Atopy, susceptibility to	2	2	Hematological	Immunological	2
Platelet disorder, familial, with associated myeloid malignancy	Leukemia, acute myeloid	3	3	Hematological	Cancer	3
Platelet disorder, familial, with associated myeloid malignancy	Rheumatoid arthritis, susceptibility to	3	3	Hematological	Connective tissue	3
Platelet glycoprotein IV deficiency	Malaria, cerebral, reduced risk of	1	1	Hematological	Immunological	1
Platelet glycoprotein IV deficiency	Malaria, cerebral, susceptibility to	1	1	Hematological	Immunological	1
Pneumonitis, desquamative interstitial	Pulmonary alveolar proteinosis	2	2	Respiratory	Respiratory	2
Pneumonitis, desquamative interstitial	Pulmonary fibrosis, idiopathic, familial	2	2	Respiratory	Respiratory	2
Pneumonitis, desquamative interstitial	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2
Pneumothorax, primary spontaneous	Birt-Hogg-Dube syndrome	2	2	Respiratory	Dermatological	2
Pneumothorax, primary spontaneous	Colorectal cancer, somatic	2	2	Respiratory	Cancer	2
Pneumothorax, primary spontaneous	Renal carcinoma, chromophobe, somatic	2	2	Respiratory	Cancer	2
Polycythemia, benign familial	Hemangioblastoma, cerebellar, somatic	1	1	Hematological	Cancer	1
Polycythemia, benign familial	Pheochromocytoma	1	1	Hematological	Cancer	1
Polycythemia, benign familial	Renal cell carcinoma, somatic	1	1	Hematological	Cancer	1
Polycythemia, benign familial	von Hippel-Lindau syndrome	1	1	Hematological	Cancer	1
Polycythemia vera	Myelofibrosis, idiopathic	1	1	Hematological	Hematological	1
Polycythemia vera	Thrombocythemia, essential	1	1	Hematological	Hematological	1
Polydactyly, postaxial, types A1 and B	Acrocallosal syndrome	4	4	Skeletal	multiple	4
Polydactyly, postaxial, types A1 and B	Greig cephalopolysyndactyly syndrome	4	4	Skeletal	Skeletal	4
Polydactyly, postaxial, types A1 and B	Pallister-Hall syndrome	4	4	Skeletal	multiple	4
Polydactyly, postaxial, types A1 and B	Polydactyly, preaxial, type IV	4	4	Skeletal	Skeletal	4
Polydactyly, preaxial, type IV	Acrocallosal syndrome	4	4	Skeletal	multiple	4
Polydactyly, preaxial, type IV	Greig cephalopolysyndactyly syndrome	4	4	Skeletal	Skeletal	4
Polydactyly, preaxial, type IV	Pallister-Hall syndrome	4	4	Skeletal	multiple	4
Polydactyly, preaxial, type IV	Polydactyly, postaxial, types A1 and B	4	4	Skeletal	Skeletal	4
Polyposis, juvenile intestinal	Cowden-like syndrome	3	3	Cancer	Cancer	3
Polyposis, juvenile intestinal	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	4	4	Cancer	Cancer	4
Polyposis, juvenile intestinal	Pancreatic cancer	4	4	Cancer	Cancer	4
Popliteal pterygium syndrome	Orofacial cleft 6	6	6	multiple	Skeletal	6
Popliteal pterygium syndrome	van der Woude syndrome	6	6	multiple	Developmental	6
Porphyria, acute hepatic	Lead poisoning, susceptibility to	1	1	Metabolic	Metabolic	1
Porphyria, acute intermittent	Porphyria, acute intermittent, nonerythroid variant	3	3	Metabolic	Metabolic	3
Porphyria, acute intermittent, nonerythroid variant	Porphyria, acute intermittent	3	3	Metabolic	Metabolic	3
Porphyria cutanea tarda	Porphyria, hepatoerythropoietic	1	1	Metabolic	Metabolic	1
Porphyria, hepatoerythropoietic	Porphyria cutanea tarda	1	1	Metabolic	Metabolic	1
Porphyria variegata	Hemochromatosis	3	3	Metabolic	Metabolic	3
PPM-X syndrome	Angelman syndrome	5	5	Neurological	Developmental	5
PPM-X syndrome	Autism, X-linked	5	5	Neurological	Psychiatric	5
PPM-X syndrome	Mental retardation, X-linked	5	5	Neurological	Neurological	5
PPM-X syndrome	Mental retardation, X-linked, with progressive spasticity	5	5	Neurological	Neurological	5
PPM-X syndrome	Rett syndrome	5	5	Neurological	Neurological	5
PPM-X syndrome	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5
Precocious puberty, male	Hypogonadotropic hypogonadism	1	1	Developmental	Endocrine	1
Precocious puberty, male	Leydig cell adenoma, with precocious puberty	1	1	Developmental	Cancer	1
Precocious puberty, male	Micropenis	1	1	Developmental	Renal	1
Precocious puberty, male	Pseudohermaphroditism, male, with Leydig cell hypoplasia	1	1	Developmental	Developmental	1
Preeclampsia, susceptibility to	Hypercholanemia, familial	1	1	Cardiovascular	Gastrointestinal	1
Preeclampsia, susceptibility to	Hypertension, essential, susceptibility to	2	2	Cardiovascular	Cardiovascular	2
Preeclampsia, susceptibility to	Renal tubular dysgenesis	2	2	Cardiovascular	Renal	2
Premature chromosome condensation with microcephaly and mental retardation	Microcephaly, autosomal recessive 1	1	1	Neurological	Neurological	1
Premature ovarian failure 3	Blepharophimosis, epicanthus inversus, and ptosis, type 1	5	5	Renal	multiple	5
Premature ovarian failure 3	Blepharophimosis, epicanthus inversus, and ptosis, type 2	5	5	Renal	multiple	5
Primary lateral sclerosis, juvenile	Amyotrophic lateral sclerosis, juvenile	4	4	Neurological	Neurological	4
Primary lateral sclerosis, juvenile	Spastic paralysis, infantile onset ascending	4	4	Neurological	Neurological	4
Prion disease with protracted course	Creutzfeldt-Jakob disease	2	2	Neurological	Neurological	2
Prion disease with protracted course	Gerstmann-Straussler disease	2	2	Neurological	Neurological	2
Prion disease with protracted course	Huntington disease-like 1	2	2	Neurological	Neurological	2
Prion disease with protracted course	Insomnia, fatal familial	2	2	Neurological	Psychiatric	2
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Alpers syndrome	4	4	Ophthamological	Neurological	1
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	4	4	Ophthamological	Ophthamological	1
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Alpers syndrome	4	4	Ophthamological	Neurological	4
Progressive external ophthalmoplegia with mitochondrial DNA deletions	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	4	4	Ophthamological	Ophthamological	4
Proguanil poor metabolizer	Mephenytoin poor metabolizer	2	2	Metabolic	Metabolic	2
Proguanil poor metabolizer	Opremazole poor metabolizer	2	2	Metabolic	Metabolic	2
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Adrenal adenoma, sporadic	1	1	Endocrine	Cancer	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Angiofibroma, sporadic	1	1	Endocrine	Endocrine	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Carcinoid tumor of lung	1	1	Endocrine	Cancer	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Hyperparathyroidism, AD	1	1	Endocrine	Endocrine	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Lipoma, sporadic	1	1	Endocrine	Cancer	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Multiple endocrine neoplasia I	1	1	Endocrine	Cancer	1
Prolactinoma, hyperparathyroidism, carcinoid syndrome	Parathyroid adenoma, sporadic	1	1	Endocrine	Cancer	1
Prostate cancer	Breast cancer 2, early onset	2	2	Cancer	Cancer	2
Prostate cancer	Breast cancer, male, susceptibility to	2	2	Cancer	Cancer	2
Prostate cancer	Fanconi anemia, complementation group D1	2	2	Cancer	multiple	2
Prostate cancer	Pancreatic cancer	2	2	Cancer	Cancer	2
Prostate cancer	Wilms tumor	2	2	Cancer	Cancer	2
Prostate cancer	Bannayan-Riley-Ruvalcaba syndrome	2	2	Cancer	Unclassified	2
Prostate cancer	Bannayan-Zonana syndrome	2	2	Cancer	Unclassified	2
Prostate cancer	Cowden disease	2	2	Cancer	Cancer	2
Prostate cancer	Endometrial carcinoma	2	2	Cancer	Cancer	2
Prostate cancer	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2
Prostate cancer	Meningioma	2	2	Cancer	Cancer	2
Prostate cancer	Oligodendroglioma	2	2	Cancer	Cancer	2
Prostate cancer	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2
Prostate cancer	VATER association with hydrocephalus	2	2	Cancer	multiple	2
Prostate cancer	Androgen insensitivity	6	6	Cancer	Endocrine	6
Prostate cancer	Breast cancer, male, with Reifenstein syndrome	6	6	Cancer	Cancer	6
Prostate cancer	Perineal hypospadias	6	6	Cancer	Endocrine	6
Prostate cancer	Prostate cancer, susceptibility to	6	6	Cancer	Cancer	6
Prostate cancer	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6
Prostate cancer, familial	Breast and colorectal cancer, susceptibility to	5	5	Cancer	Cancer	5
Prostate cancer, familial	Breast cancer, susceptibility to	5	5	Cancer	Cancer	5
Prostate cancer, familial	Li-Fraumeni syndrome	5	5	Cancer	Cancer	5
Prostate cancer, familial	Osteosarcoma, somatic	5	5	Cancer	Cancer	5
Prostate cancer, somatic	Gastric cancer, somatic	4	4	Cancer	Cancer	4
Prostate cancer, somatic	Lymphoma, somatic	2	2	Cancer	Cancer	2
Prostate cancer, susceptibility to	Androgen insensitivity	6	6	Cancer	Endocrine	6
Prostate cancer, susceptibility to	Breast cancer, male, with Reifenstein syndrome	6	6	Cancer	Cancer	6
Prostate cancer, susceptibility to	Perineal hypospadias	6	6	Cancer	Endocrine	6
Prostate cancer, susceptibility to	Prostate cancer	6	6	Cancer	Cancer	6
Prostate cancer, susceptibility to	Spinal and bulbar muscular atrophy of Kennedy	6	6	Cancer	Muscular	6
Prostate cancer, susceptibility to	Neurofibrosarcoma	1	1	Cancer	Cancer	1
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Dent disease	4	4	Renal	Renal	4
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Dent syndrome	4	4	Renal	Renal	1
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Hypophosphatemia, type III	4	4	Renal	Metabolic	4
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Lowe syndrome	4	4	Renal	Metabolic	1
Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	Nephrolithiasis, type I	4	4	Renal	Renal	4
Protoporphyria, erythropoietic	Protoporphyria, erythropoietic, recessive, with liver failure	2	2	Metabolic	Metabolic	2
Protoporphyria, erythropoietic, recessive, with liver failure	Protoporphyria, erythropoietic	2	2	Metabolic	Metabolic	2
Proud syndrome	Infantile spasm syndrome	6	6	multiple	Neurological	6
Proud syndrome	Lissencephaly, X-linked with ambiguous genitalia	6	6	multiple	Neurological	6
Proud syndrome	Mental retardation, X-linked 36	6	6	multiple	Neurological	6
Proud syndrome	Mental retardation, X-linked 54	6	6	multiple	Neurological	6
Proud syndrome	Myoclonic epilepsy with mental retardation and spasticity	6	6	multiple	Neurological	6
Proud syndrome	Partington syndrome	6	6	multiple	Neurological	6
Pseudoachondroplasia	Epiphyseal dysplasia, multiple 1	4	4	Skeletal	Bone	4
Pseudoachondroplasia	Epiphyseal dysplasia, multiple, COL9A1-related	4	2	Skeletal	Bone	1
Pseudohermaphroditism, male, with Leydig cell hypoplasia	Hypogonadotropic hypogonadism	1	1	Developmental	Endocrine	1
Pseudohermaphroditism, male, with Leydig cell hypoplasia	Leydig cell adenoma, with precocious puberty	1	1	Developmental	Cancer	1
Pseudohermaphroditism, male, with Leydig cell hypoplasia	Micropenis	1	1	Developmental	Renal	1
Pseudohermaphroditism, male, with Leydig cell hypoplasia	Precocious puberty, male	1	1	Developmental	Developmental	1
Pseudohypoaldosteronism, type I	Liddle syndrome	1	1	Endocrine	Renal	1
Pseudohypoaldosteronism, type I	Liddle syndrome	2	2	Endocrine	Renal	2
Pseudohypoaldosteronism type I, autosomal dominant	Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy	3	3	Endocrine	Cardiovascular	3
Pseudohypoparathyroidism, type Ia	Acromegaly	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism, type Ia	McCune-Albright syndrome	7	7	Endocrine	multiple	7
Pseudohypoparathyroidism, type Ia	Osseous heteroplasia, progressive	7	7	Endocrine	Bone	7
Pseudohypoparathyroidism, type Ia	Pituitary ACTH secreting adenoma	7	7	Endocrine	Cancer	7
Pseudohypoparathyroidism, type Ia	Pseudohypoparathyroidism, type Ib	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism, type Ia	Somatotrophinoma	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism, type Ib	Acromegaly	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism, type Ib	McCune-Albright syndrome	7	7	Endocrine	multiple	7
Pseudohypoparathyroidism, type Ib	Osseous heteroplasia, progressive	7	7	Endocrine	Bone	7
Pseudohypoparathyroidism, type Ib	Pituitary ACTH secreting adenoma	7	7	Endocrine	Cancer	7
Pseudohypoparathyroidism, type Ib	Pseudohypoparathyroidism, type Ia	7	7	Endocrine	Endocrine	7
Pseudohypoparathyroidism, type Ib	Somatotrophinoma	7	7	Endocrine	Endocrine	7
Pseudoxanthoma elasticum, autosomal dominant	Pseudoxanthoma elasticum, autosomal recessive	5	5	Connective tissue	Connective tissue	5
Pseudoxanthoma elasticum, autosomal recessive	Pseudoxanthoma elasticum, autosomal dominant	5	5	Connective tissue	Connective tissue	5
Psoriatic arthritis, susceptibility to	Blau syndrome	6	6	Dermatological	multiple	6
Psoriatic arthritis, susceptibility to	Crohn disease, susceptibility to	6	6	Dermatological	Gastrointestinal	6
Psoriatic arthritis, susceptibility to	Sarcoidosis, early-onset	6	6	Dermatological	Immunological	6
Pulmonary alveolar proteinosis	Pneumonitis, desquamative interstitial	2	2	Respiratory	Respiratory	2
Pulmonary alveolar proteinosis	Pulmonary fibrosis, idiopathic, familial	2	2	Respiratory	Respiratory	2
Pulmonary alveolar proteinosis	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2
Pulmonary fibrosis, idiopathic, familial	Pneumonitis, desquamative interstitial	2	2	Respiratory	Respiratory	2
Pulmonary fibrosis, idiopathic, familial	Pulmonary alveolar proteinosis	2	2	Respiratory	Respiratory	2
Pulmonary fibrosis, idiopathic, familial	Surfactant protein C deficiency	2	2	Respiratory	Respiratory	2
Pyropoikilocytosis	Elliptocytosis-2	1	1	Hematological	Hematological	1
Pyropoikilocytosis	Spherocytosis, recessive	1	1	Hematological	Hematological	1
Pyruvate dehydrogenase deficiency	Leigh syndrome, X-linked	2	2	Metabolic	Neurological	2
Rabson-Mendenhall syndrome	Diabetes mellitus, insulin-resistant, with acanthosis nigricans	1	1	multiple	Endocrine	1
Rabson-Mendenhall syndrome	Leprechaunism	1	1	multiple	Developmental	1
RAPADILINO syndrome	Rothmund-Thomson syndrome	3	3	multiple	multiple	3
Rapp-Hodgkin syndrome	ADULT syndrome	7	7	multiple	multiple	7
Rapp-Hodgkin syndrome	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	7	7	multiple	Skeletal	7
Rapp-Hodgkin syndrome	Hay-Wells syndrome	7	7	multiple	multiple	7
Rapp-Hodgkin syndrome	Limb-mammary syndrome	7	7	multiple	multiple	7
Rapp-Hodgkin syndrome	Split-hand/foot malformation, type 4	7	7	multiple	Skeletal	7
Red hair/fair skin	Analgesia from kappa-opioid receptor agonist, female-specific	1	1	Dermatological	Unclassified	1
Red hair/fair skin	Oculocutaneous albinism, type II, modifier of	1	1	Dermatological	Ophthamological	1
Red hair/fair skin	UV-induced skin damage, vulnerability to	1	1	Dermatological	Dermatological	1
Refsum disease	Rhizomelic chondrodysplasia punctata, type 1	2	2	Neurological	multiple	2
Refsum disease, infantile	Adrenoleukodystrophy, neonatal	2	2	Neurological	Neurological	2
Refsum disease, infantile	Zellweger syndrome-1	2	2	Neurological	multiple	2
Refsum disease, infantile form	Adrenoleukodystrophy, neonatal	1	1	Neurological	Neurological	1
Refsum disease, infantile form	Zellweger syndrome	1	1	Neurological	multiple	1
Refsum disease, infantile form	Zellweger syndrome-3	4	4	Neurological	multiple	4
Renal carcinoma, chromophobe, somatic	Birt-Hogg-Dube syndrome	2	2	Cancer	Dermatological	2
Renal carcinoma, chromophobe, somatic	Colorectal cancer, somatic	2	2	Cancer	Cancer	2
Renal carcinoma, chromophobe, somatic	Pneumothorax, primary spontaneous	2	2	Cancer	Respiratory	2
Renal cell carcinoma, papillary, familial and sporadic	Hepatocellular carcinoma, childhood type	1	1	Cancer	Cancer	1
Renal cell carcinoma, somatic	Hemangioblastoma, cerebellar, somatic	1	1	Cancer	Cancer	1
Renal cell carcinoma, somatic	Pheochromocytoma	1	1	Cancer	Cancer	1
Renal cell carcinoma, somatic	Polycythemia, benign familial	1	1	Cancer	Hematological	1
Renal cell carcinoma, somatic	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1
Renal hypoplasia, isolated	Optic nerve coloboma with renal disease	1	1	Renal	multiple	1
Renal tubular acidosis, distal	Blood group, Diego	3	3	Renal	Hematological	3
Renal tubular acidosis, distal	Blood group, Waldner	3	3	Renal	Hematological	3
Renal tubular acidosis, distal	Blood group, Wright	3	3	Renal	Hematological	3
Renal tubular acidosis, distal	Elliptocytosis, Malaysian-Melanesian type	3	3	Renal	Hematological	3
Renal tubular acidosis, distal	Hemolytic anemia due to band 3 defect defect	3	3	Renal	Hematological	3
Renal tubular acidosis, distal	Spherocytosis, hereditary	3	3	Renal	Hematological	3
Renal tubular dysgenesis	Alzheimer disease, susceptibility to	3	3	Renal	Neurological	3
Renal tubular dysgenesis	Angiotensin I-converting enzyme, benign serum increase	3	3	Renal	Endocrine	3
Renal tubular dysgenesis	Diabetic nephropathy, susceptibility to	3	3	Renal	Endocrine	3
Renal tubular dysgenesis	Myocardial infarction, susceptibility to	3	3	Renal	Cardiovascular	3
Renal tubular dysgenesis	SARS, progression of	3	3	Renal	Immunological	3
Renal tubular dysgenesis	Hypertension, essential	3	3	Renal	Cardiovascular	3
Renal tubular dysgenesis	Hypertension, essential, susceptibility to	2	2	Renal	Cardiovascular	2
Renal tubular dysgenesis	Preeclampsia, susceptibility to	2	2	Renal	Cardiovascular	2
Renal tubular dysgenesis	Hyperproreninemia	1	1	Renal	Cardiovascular	1
Renpenning syndrome	Alpha-thalassemia/mental retardation syndrome	7	5	Neurological	Hematological	2
Renpenning syndrome	Alpha-thalassemia myelodysplasia syndrome, somatic	7	5	Neurological	Hematological	2
Renpenning syndrome	Chudley-Lowry syndrome	7	5	Neurological	multiple	2
Renpenning syndrome	Juberg-Marsidi syndrome	7	5	Neurological	multiple	2
Renpenning syndrome	Smith-Fineman-Myers syndrome	7	5	Neurological	multiple	2
Renpenning syndrome	Sutherland-Haan syndrome-like	7	5	Neurological	multiple	2
Resting heart rate	Congestive heart failure, susceptibility to	3	3	Cardiovascular	Cardiovascular	3
Restrictive dermopathy, lethal	Mandibuloacral dysplasia with type B lipodystrophy	4	4	Dermatological	multiple	4
Retinal degeneration, autosomal recessive, clumped pigment type	Retinitis pigmentosa-27	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa-1	Hypertriglyceridemia, susceptibility to	2	2	Ophthamological	Metabolic	2
Retinitis pigmentosa-12, autosomal recessive	Leber congenital amaurosis	2	2	Ophthamological	Ophthamological	2
